27, 0.04, 49, 7, 0, 3
27, 0.19, 27, 7, 1, 4
27, 0.28, 50, 8, 0, 3
27, 0.41, 41, 5, 1, 1
27, 0.43, 50, 1, 1, 4
27, 0.55, 46, 1, 1, 6
27, 0.88, 49, 8, 0, 0
27, 0.96, 21, 4, 1, 3
27, 0.99, 32, 10, 0, 3
28, 0.22, 22, 2, 0, 3
28, 0.25, 27, 1, 0, 6
28, 0.26, 45, 8, 1, 2
28, 0.28, 31, 1, 1, 1
28, 0.46, 47, 1, 0, 4
28, 0.86, 32, 1, 0, 0
29, 0.13, 39, 4, 1, 6
29, 0.21, 43, 9, 1, 2
29, 0.22, 25, 5, 1, 5
29, 0.41, 29, 4, 1, 2
29, 0.5, 23, 3, 1, 0
29, 0.55, 33, 4, 0, 6
29, 0.69, 33, 5, 0, 4
29, 0.84, 42, 9, 0, 3
29, 0.88, 35, 7, 0, 4
29, 0.97, 31, 8, 1, 4
3, 0.09, 43, 3, 1, 0
3, 0.11, 38, 0, 0, 5
3, 0.13, 31, 8, 1, 3
3, 0.15, 33, 4, 1, 5
3, 0.24, 47, 9, 0, 4
3, 0.3, 26, 10, 1, 2
3, 0.53, 48, 10, 1, 4
3, 0.67, 49, 0, 1, 4
3, 0.7, 28, 4, 1, 4
3, 0.74, 43, 1, 0, 5
3, 0.82, 37, 5, 0, 6
3, 0.83, 37, 4, 1, 4
3, 0.93, 28, 10, 0, 5
3, 0.96, 28, 7, 1, 2
30, 0.05, 40, 7, 0, 6
30, 0.07, 42, 6, 0, 6
30, 0.15, 46, 7, 1, 1
30, 0.16, 24, 0, 1, 2
30, 0.17, 20, 7, 0, 5
30, 0.2, 39, 0, 1, 4
30, 0.25, 33, 8, 0, 1
30, 0.42, 28, 4, 0, 6
30, 0.49, 44, 3, 0, 6
30, 0.6, 29, 5, 0, 1
30, 0.79, 42, 3, 0, 2
30, 0.8, 40, 5, 1, 4
30, 0.87, 46, 10, 0, 6
30, 0.95, 37, 8, 0, 5
30, 0.95, 47, 6, 0, 4
31, 0.25, 22, 10, 0, 2
31, 0.64, 42, 9, 0, 3
31, 0.68, 44, 9, 1, 5
31, 0.89, 44, 1, 0, 4
31, 0.98, 45, 0, 0, 5
32, 0.2, 26, 1, 0, 1
32, 0.2, 34, 1, 0, 0
32, 0.25, 30, 9, 1, 4
32, 0.27, 29, 9, 1, 0
32, 0.29, 26, 2, 1, 6
32, 0.32, 25, 8, 0, 1
32, 0.36, 21, 6, 1, 5
32, 0.4, 50, 3, 1, 4
32, 0.43, 46, 7, 1, 3
32, 0.49, 37, 6, 0, 5
32, 0.75, 50, 5, 1, 2
32, 0.8, 30, 3, 1, 3
32, 0.81, 31, 0, 0, 4
33, 0.21, 25, 10, 0, 6
33, 0.23, 22, 5, 0, 0
33, 0.43, 47, 3, 0, 2
33, 0.72, 21, 0, 1, 1
33, 0.95, 36, 2, 0, 4
34, 0.03, 49, 1, 0, 5
34, 0.06, 23, 2, 1, 2
34, 0.06, 48, 7, 1, 2
34, 0.07, 41, 1, 1, 1
34, 0.11, 39, 5, 1, 6
34, 0.5, 35, 3, 0, 6
34, 0.5, 48, 3, 0, 3
34, 0.52, 35, 0, 1, 4
34, 0.53, 30, 7, 1, 5
34, 0.57, 36, 9, 1, 2
34, 0.73, 46, 7, 0, 1
34, 0.85, 24, 2, 0, 0
34, 0.91, 28, 1, 0, 2
34, 0.94, 33, 7, 1, 1
34, 0.96, 22, 0, 0, 5
34, 0.96, 46, 3, 1, 3
35, 0.01, 32, 0, 1, 1
35, 0.01, 41, 1, 0, 6
35, 0.2, 27, 4, 1, 4
35, 0.37, 43, 2, 1, 1
35, 0.75, 38, 10, 0, 6
35, 0.87, 31, 8, 0, 4
35, 0.91, 25, 2, 0, 3
35, 0.92, 25, 4, 1, 1
35, 0.95, 28, 0, 1, 3
36, 0.11, 47, 6, 1, 2
36, 0.13, 36, 2, 1, 6
36, 0.21, 30, 3, 0, 5
36, 0.3, 24, 10, 0, 0
36, 0.46, 35, 2, 0, 0
36, 0.54, 26, 0, 0, 2
36, 0.58, 26, 3, 1, 4
36, 0.63, 49, 5, 1, 4
36, 0.7, 47, 9, 0, 3
36, 0.86, 23, 2, 0, 3
36, 0.91, 37, 10, 0, 3
36, 0.94, 20, 6, 0, 5
36, 0.97, 29, 1, 0, 3
37, 0.02, 48, 7, 0, 2
37, 0.13, 46, 8, 0, 3
37, 0.14, 40, 3, 1, 5
37, 0.17, 49, 5, 0, 3
37, 0.18, 30, 8, 1, 5
37, 0.31, 40, 0, 0, 1
37, 0.57, 34, 3, 0, 4
37, 0.72, 39, 5, 1, 5
37, 0.74, 38, 6, 1, 3
37, 0.76, 50, 2, 1, 3
37, 0.86, 38, 1, 1, 6
38, 0.01, 27, 4, 1, 2
38, 0.02, 31, 1, 0, 2
38, 0.14, 49, 10, 0, 1
38, 0.2, 49, 0, 1, 4
38, 0.31, 41, 8, 1, 1
38, 0.49, 30, 10, 0, 0
38, 0.72, 21, 1, 1, 0
38, 0.76, 44, 10, 1, 5
38, 0.79, 30, 5, 1, 2
38, 0.88, 39, 6, 1, 2
38, 0.91, 23, 0, 0, 1
39, 0.02, 49, 2, 0, 5
39, 0.14, 32, 7, 0, 5
39, 0.16, 40, 5, 1, 3
39, 0.19, 49, 1, 0, 1
39, 0.25, 34, 0, 1, 3
39, 0.27, 36, 6, 1, 3
39, 0.34, 42, 4, 0, 4
39, 0.4, 47, 2, 0, 0
39, 0.53, 33, 2, 0, 4
39, 0.59, 49, 9, 0, 0
39, 0.67, 21, 4, 1, 6
39, 0.72, 45, 7, 1, 1
39, 0.79, 31, 9, 0, 1
4, 0.05, 29, 9, 0, 0
4, 0.08, 47, 5, 0, 1
4, 0.15, 32, 8, 1, 2
4, 0.22, 46, 4, 0, 3
4, 0.32, 43, 10, 0, 5
4, 0.5, 38, 8, 0, 4
4, 0.58, 28, 6, 1, 5
4, 0.7, 26, 7, 0, 6
4, 0.7, 44, 1, 0, 1
4, 0.77, 44, 1, 0, 2
4, 0.93, 50, 9, 0, 3
40, 0.26, 20, 9, 1, 6
40, 0.39, 35, 1, 0, 5
40, 0.59, 44, 2, 1, 6
41, 0.13, 38, 10, 0, 2
41, 0.16, 48, 4, 0, 5
41, 0.24, 35, 5, 0, 0
41, 0.3, 49, 4, 1, 1
41, 0.35, 40, 3, 1, 1
41, 0.44, 36, 6, 0, 3
41, 0.53, 32, 5, 0, 5
41, 0.56, 37, 3, 0, 5
41, 0.65, 32, 6, 0, 1
41, 0.7, 31, 9, 0, 0
41, 0.71, 40, 3, 1, 0
41, 0.76, 22, 4, 0, 2
41, 0.82, 20, 5, 0, 5
41, 0.82, 29, 2, 0, 1
41, 0.93, 32, 7, 0, 5
41, 0.94, 21, 7, 1, 5
42, 0.03, 24, 2, 1, 2
42, 0.29, 28, 2, 0, 2
42, 0.53, 32, 1, 0, 0
42, 0.57, 49, 5, 0, 5
42, 0.65, 49, 9, 1, 5
42, 0.66, 35, 8, 0, 4
42, 0.8, 22, 7, 0, 3
42, 0.83, 35, 0, 1, 0
42, 0.91, 31, 3, 1, 4
43, 0.15, 49, 6, 0, 4
43, 0.19, 20, 3, 1, 0
43, 0.34, 20, 9, 1, 4
43, 0.4, 42, 2, 0, 0
43, 0.71, 48, 8, 0, 4
43, 0.73, 20, 10, 1, 6
43, 0.79, 32, 0, 1, 4
43, 0.92, 48, 1, 1, 4
44, 0.05, 23, 4, 1, 1
44, 0.05, 41, 9, 0, 3
44, 0.1, 45, 7, 0, 4
44, 0.18, 45, 9, 1, 4
44, 0.26, 23, 1, 1, 1
44, 0.43, 20, 9, 0, 6
44, 0.54, 25, 3, 0, 2
44, 0.64, 38, 2, 0, 3
44, 0.67, 42, 6, 0, 0
44, 0.87, 31, 1, 0, 6
45, 0.08, 38, 4, 0, 5
45, 0.14, 36, 0, 1, 0
45, 0.2, 21, 8, 1, 6
45, 0.29, 39, 3, 1, 1
45, 0.44, 37, 10, 0, 2
45, 0.44, 49, 10, 1, 2
45, 0.45, 36, 10, 0, 4
45, 0.45, 45, 2, 1, 5
45, 0.61, 28, 6, 0, 5
45, 0.62, 21, 0, 0, 0
45, 0.62, 48, 5, 1, 3
45, 0.67, 35, 10, 0, 5
45, 0.83, 24, 0, 1, 2
45, 0.89, 47, 7, 1, 3
45, 0.91, 26, 7, 0, 1
46, 0.09, 49, 2, 0, 1
46, 0.11, 37, 10, 0, 5
46, 0.16, 24, 5, 1, 5
46, 0.17, 39, 3, 0, 1
46, 0.17, 48, 5, 0, 6
46, 0.2, 46, 2, 0, 0
46, 0.61, 42, 4, 1, 6
46, 0.64, 22, 10, 0, 6
46, 0.65, 37, 7, 0, 3
46, 0.85, 25, 10, 1, 6
46, 0.99, 22, 10, 1, 1
47, 0.01, 28, 2, 1, 0
47, 0.06, 22, 4, 0, 4
47, 0.06, 23, 2, 1, 1
47, 0.14, 43, 3, 1, 0
47, 0.19, 24, 2, 0, 2
47, 0.37, 46, 9, 1, 2
47, 0.83, 21, 8, 0, 0
47, 0.86, 24, 6, 0, 2
47, 0.97, 39, 2, 0, 1
48, 0.03, 24, 8, 1, 4
48, 0.05, 26, 9, 1, 4
48, 0.1, 23, 5, 1, 4
48, 0.1, 47, 8, 1, 5
48, 0.11, 30, 9, 0, 0
48, 0.18, 49, 9, 1, 5
48, 0.26, 29, 10, 1, 1
48, 0.27, 46, 7, 1, 5
48, 0.32, 49, 6, 0, 1
48, 0.35, 36, 8, 0, 1
48, 0.36, 38, 10, 1, 2
48, 0.37, 47, 7, 0, 1
48, 0.43, 39, 3, 1, 2
48, 0.49, 34, 10, 1, 5
48, 0.74, 26, 2, 1, 1
48, 0.87, 42, 6, 0, 3
48, 0.88, 45, 2, 0, 6
48, 0.9, 34, 10, 0, 6
49, 0.03, 28, 1, 0, 5
49, 0.05, 32, 2, 0, 5
49, 0.39, 46, 6, 1, 0
49, 0.58, 39, 1, 0, 0
49, 0.59, 35, 1, 1, 6
49, 0.69, 39, 7, 1, 1
49, 0.79, 35, 9, 0, 3
5, 0.03, 21, 4, 1, 4
5, 0.05, 30, 2, 1, 4
5, 0.13, 32, 4, 0, 3
5, 0.28, 43, 3, 1, 0
5, 0.3, 42, 8, 0, 6
5, 0.73, 42, 6, 1, 1
5, 0.82, 24, 7, 0, 6
5, 0.96, 22, 4, 0, 5
50, 0.31, 38, 0, 0, 4
50, 0.38, 45, 8, 0, 0
50, 0.48, 48, 4, 0, 0
50, 0.53, 29, 1, 0, 1
50, 0.54, 49, 1, 1, 2
50, 0.57, 29, 7, 1, 5
50, 0.59, 31, 8, 0, 1
50, 0.83, 25, 3, 0, 2
6, 0.1, 31, 0, 0, 2
6, 0.23, 40, 9, 0, 2
6, 0.25, 49, 6, 1, 5
6, 0.34, 21, 3, 1, 2
6, 0.38, 36, 6, 0, 6
6, 0.52, 37, 1, 0, 4
6, 0.52, 46, 0, 0, 4
6, 0.54, 27, 5, 0, 4
6, 0.84, 37, 10, 0, 1
7, 0.19, 39, 0, 1, 0
7, 0.3, 43, 7, 1, 4
7, 0.54, 43, 7, 1, 6
7, 0.63, 35, 7, 1, 5
7, 0.69, 45, 7, 1, 4
7, 0.77, 48, 6, 0, 1
7, 0.84, 31, 7, 1, 6
8, 0.18, 36, 2, 1, 5
8, 0.45, 23, 1, 1, 6
8, 0.45, 31, 1, 1, 5
8, 0.79, 24, 5, 0, 6
8, 0.89, 35, 10, 0, 1
9, 0.01, 23, 4, 1, 4
9, 0.05, 34, 2, 0, 6
9, 0.21, 27, 6, 0, 3
9, 0.28, 30, 7, 1, 6
9, 0.53, 42, 7, 1, 6
9, 0.69, 23, 6, 0, 3
9, 0.85, 28, 5, 0, 3
done
